MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-01243-7501,415-R1,215 WEST 95 STREET,1,10025,40.79363,-73.971429,7,6,183,"1,071,159","1,012,437,501",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R4-ELEVATOR,212,"1,986","145,085","5,077,975",35,"24,300,005",167,1-01232-0014,2326 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,129,"1,925","104,810","4,256,833",40.6,"21,300,000",203,0.55,1-01220-0029,60218 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,170,"1,986","175,436","9,215,639",53,"46,200,000",263,0.3
1-01244-7501,221-R1,303 WEST 80 STREET,1,10024,40.785126,-73.980883,7,6,167,"1,033,765","1,012,447,501",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R4-ELEVATOR,24,"1,920","20,118","663,894",33,"3,180,001",158,1-01227-0027,207 WEST 79 STREET,UPPER WEST SIDE (79-96),D9-ELEVATOR,38,"1,920","23,952","885,414",37,"4,440,000",185,0.15,1-01217-0035,101 WEST 86 STREET,UPPER WEST SIDE (79-96),D7-ELEVATOR,43,"1,910","29,083","1,601,503",55,"8,030,000",276,0.45
1-01245-7501,29-R1,309 WEST 83 STREET,1,10024,40.787121,-73.979709,7,6,171,"1,033,837","1,012,457,501",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R9-CONDOPS,17,"1,920","25,216","832,128",33,"3,810,000",151,1-01227-0027,207 WEST 79 STREET,UPPER WEST SIDE (79-96),D9-ELEVATOR,38,"1,920","23,952","885,414",37,"4,440,000",185,0.25,1-01217-0035,101 WEST 86 STREET,UPPER WEST SIDE (79-96),D7-ELEVATOR,43,"1,910","29,083","1,601,503",55,"8,030,000",276,0.35
1-01246-7501,78-R1,342 WEST 85 STREET,1,10024,40.788667,-73.979488,7,6,171,"1,033,881","1,012,467,501",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R4-ELEVATOR,22,"1,910","28,436","938,388",33,"4,489,997",158,1-01227-0027,207 WEST 79 STREET,UPPER WEST SIDE (79-96),D9-ELEVATOR,38,"1,920","23,952","885,414",37,"4,440,000",185,0.3,1-01147-0030,322 COLUMBUS AVENUE,UPPER WEST SIDE (59-79),D7-ELEVATOR,66,"1,926","36,258","1,597,670",44.1,"8,010,000",221,0.55
1-01247-7501,740-R1,340 WEST 86 STREET,1,10024,40.789553,-73.979466,7,6,171,"1,033,928","1,012,477,501",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R4-ELEVATOR,70,"1,950","90,566","2,354,716",26,"10,200,000",113,1-01232-0014,2326 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,129,"1,925","104,810","4,256,833",40.6,"21,300,000",203,0.2,1-01232-0055,2333 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,128,"1,922","111,811","3,355,495",30,"16,100,000",144,0.1
1-01250-7503,1692-R1,317 WEST 89 STREET,1,10024,40.791071,-73.977032,7,6,175,"1,087,454","1,012,507,503",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R4-ELEVATOR,24,"1,920","60,480","1,693,440",28,"8,110,001",134,1-01210-0033,410 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,"1,900","65,814","3,915,748",59,"19,600,000",298,0.6,1-01241-0046,2512 BROADWAY,UPPER WEST SIDE (79-96),D7-ELEVATOR,68,"1,900","62,280","2,298,709",36.9,"11,500,000",185,0.3
1-01250-7504,1747-R1,595 WEST END AVENUE,1,10024,40.790637,-73.976591,7,6,175,"1,087,679","1,012,507,504",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R4-ELEVATOR,54,"1,923","55,190","1,545,320",28,"7,399,988",134,1-01199-0061,531 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,33,"1,910","47,765","1,588,006",33.2,"7,610,000",159,0.5,1-01241-0046,2512 BROADWAY,UPPER WEST SIDE (79-96),D7-ELEVATOR,68,"1,900","62,280","2,298,709",36.9,"11,500,000",185,0.3
1-01251-7501,1129-R1,190 RIVERSIDE DRIVE,1,10024,40.792682,-73.976757,7,6,179,"1,034,093","1,012,517,501",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R4-ELEVATOR,51,"1,911","78,380","2,194,640",28,"10,500,004",134,1-01163-0053,244 WEST 72 STREET,UPPER WEST SIDE (59-79),D6-ELEVATOR,92,"1,928","87,150","2,264,912",26,"9,830,000",113,1.05,1-01232-0014,2326 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,129,"1,925","104,810","4,256,833",40.6,"21,300,000",203,0.4
1-01252-7501,149-R1,314 WEST 94 STREET,1,10025,40.794163,-73.974687,7,6,179,"1,034,144","1,012,527,501",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R4-ELEVATOR,32,"1,920","32,750","917,000",28,"4,390,001",134,1-01199-0001,519 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,38,"1,907","47,765","1,480,766",31,"7,090,000",148,0.65,1-01243-0042,2552 BROADWAY,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,"1,921","43,340","2,224,661",51,"11,200,000",258,0.2
1-01253-7501,533-R1,317 WEST 95 STREET,1,10025,40.794839,-73.974285,7,6,183,"1,071,383","1,012,537,501",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R4-ELEVATOR,30,"1,902","32,905","921,340",28,"4,409,996",134,1-01199-0001,519 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D7-ELEVATOR,38,"1,907","47,765","1,480,766",31,"7,090,000",148,0.7,1-01243-0042,2552 BROADWAY,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,"1,921","43,340","2,224,661",51,"11,200,000",258,0.2
1-01253-7502,647-R1,222 RIVERSIDE DRIVE,1,10025,40.795056,-73.976228,7,6,183,"1,076,254","1,012,537,502",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R4-ELEVATOR,104,"1,989","167,752","5,871,320",35,"28,099,998",168,1-01226-0029,720 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,171,"1,986","232,831","6,545,330",28.1,"31,400,000",135,0.3,1-01220-0029,60218 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,170,"1,986","175,436","9,215,639",53,"46,200,000",263,0.4
1-01253-7503,1608-R1,230 RIVERSIDE DRIVE,1,10025,40.795594,-73.975784,7,6,183,"1,034,187","1,012,537,503",Upper West Side                                                            ,UPPER WEST SIDE (79-96),R4-ELEVATOR,261,"1,931","208,241","4,997,784",24,"21,699,981",104,1-01230-0043,2290 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,125,"1,924","165,452","4,783,437",28.9,"22,900,000",138,0.7,1-01235-0042,2380 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,162,"1,984","252,000","11,527,489",45.7,"57,800,000",229,0.45
1-01263-7501,1655-R1,16 WEST 48 STREET,1,10036,40.757593,-73.978862,5,4,96,"1,087,455","1,012,637,501",Midtown-Midtown South                                                      ,MIDTOWN WEST,R4-ELEVATOR,152,"2,005","148,385","7,270,865",49,"36,500,010",246,1-01026-0049,230 WEST 55 STREET,MIDTOWN WEST,D6-ELEVATOR,237,"1,979","210,213","8,785,649",41.8,"44,100,000",210,0.5,1-01041-0029,831 8 AVENUE,MIDTOWN WEST,D8-ELEVATOR,295,"1,997","270,161","13,588,515",50,"68,100,000",252,0.55
1-01269-7501,90-R1,15 WEST 53 STREET,1,10019,40.761038,-73.97728,5,4,104,"1,034,537","1,012,697,501",Midtown-Midtown South                                                      ,MIDTOWN WEST,R4-ELEVATOR,248,"1,982","503,000","22,132,000",44,"111,000,008",221,1-01021-0001,810 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,550,"1,998","578,099","22,002,124",38.1,"110,000,000",190,0.4,1-01020-0005,227 WEST 48 STREET,MIDTOWN WEST,D8-ELEVATOR,487,"1,989","475,327","21,964,403",46.2,"110,000,000",231,0.45
1-01270-7501,1599-R1,40 WEST 55 STREET,1,10019,40.76224,-73.976298,5,4,104,"1,034,808","1,012,707,501",Midtown-Midtown South                                                      ,MIDTOWN WEST,R4-ELEVATOR,35,"1,925","44,350","1,552,250",35,"7,439,999",168,1-01023-0006,245 WEST 51 STREET,MIDTOWN WEST,D7-ELEVATOR,82,"1,912","48,368","1,490,621",30.8,"7,140,000",148,0.4,1-01147-0030,322 COLUMBUS AVENUE,UPPER WEST SIDE (59-79),D7-ELEVATOR,66,"1,926","36,258","1,597,670",44.1,"8,010,000",221,1.25
1-01271-7501,7-R2,1360 6 AVENUE,1,10019,40.763116,-73.978063,5,4,104,"1,034,856","1,012,717,501",Midtown-Midtown South                                                      ,MIDTOWN WEST,R4-ELEVATOR,183,"1,963","141,738","4,960,830",35,"23,799,972",168,1-01023-0061,260 WEST 52 STREET,MIDTOWN WEST,D6-ELEVATOR,217,"1,987","190,289","7,178,824",37.7,"36,000,000",189,0.4,1-01036-0029,717 8 AVENUE,MIDTOWN WEST,D6-ELEVATOR,182,"1,966","126,778","4,451,563",35.1,"21,300,000",168,0.7
1-01273-7501,141-R1,58 WEST 58 STREET,1,10019,40.764493,-73.97551,5,4,"11,201","1,035,078","1,012,737,501",Midtown-Midtown South                                                      ,MIDTOWN WEST,R4-ELEVATOR,168,"1,969","206,973","7,864,974",38,"39,400,003",190,1-01272-0001,1380 6 AVENUE,MIDTOWN WEST,D6-ELEVATOR,252,"1,963","303,642","11,601,559",38.2,"58,200,000",192,0.05,,,,,,,,,,,,
1-01274-7502,702-R1,57 WEST 58 STREET,1,10019,40.76452,-73.975528,5,4,"11,201","1,035,250","1,012,747,502",Midtown-Midtown South                                                      ,MIDTOWN WEST,R4-ELEVATOR,88,"1,901","68,219","2,865,198",42,"14,399,998",211,1-00997-0019,123 WEST 44 STREET,MIDTOWN WEST,D7-ELEVATOR,121,"1,900","115,355","5,027,226",43.6,"25,200,000",218,0.7,1-00999-0054,150 WEST 47 STREET,MIDTOWN WEST,D6-ELEVATOR,105,"1,979","66,182","2,619,610",39.6,"13,100,000",198,0.6
1-01274-7503,1150-R1,50 CENTRAL PARK SOUTH,1,10019,40.765163,-73.975051,5,4,"11,201","1,035,256","1,012,747,503",Midtown-Midtown South                                                      ,MIDTOWN WEST,R4-ELEVATOR,11,"1,931","84,843","4,072,464",48,"20,400,001",240,1-00887-0023,184 LEXINGTON AVENUE,MURRAY HILL,D7-ELEVATOR,100,"1,984","97,414","4,319,831",44.3,"21,700,000",223,1.4,1-01383-0013,814 MADISON AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,43,"1,913","108,592","7,338,308",68,"36,800,000",339,0.5
1-01274-7504,1508-R1,768 5 AVENUE,1,10019,40.764155,-73.973951,5,4,"11,201","1,035,253","1,012,747,504",Midtown-Midtown South                                                      ,MIDTOWN WEST,R4-ELEVATOR,164,"1,907","395,521","19,776,050",50,"99,200,007",251,1-00824-0011,51 WEST 22 STREET,FLATIRON,D6-ELEVATOR,452,"2,000","588,356","27,288,000",46.4,"137,000,000",233,1.8,,,,,,,,,,,,
1-01287-7501,13-R1,641 5 AVENUE,1,10022,40.759078,-73.976281,5,4,102,"1,035,481","1,012,877,501",Midtown-Midtown South                                                      ,MIDTOWN CBD,R4-ELEVATOR,226,"1,981","477,801","22,456,647",47,"113,000,018",237,1-01348-0049,1044 2 AVENUE,MIDTOWN EAST,D9-ELEVATOR,460,"1,975","580,480","31,592,875",54,"158,000,000",272,0.6,1-01020-0005,227 WEST 48 STREET,MIDTOWN WEST,D8-ELEVATOR,487,"1,989","475,327","21,964,403",46.2,"110,000,000",231,0.55
1-01290-7501,1456-R1,60 EAST 55 STREET,1,10022,40.760691,-73.97262,5,4,102,"1,087,101","1,012,907,501",Midtown-Midtown South                                                      ,MIDTOWN CBD,R4-ELEVATOR,74,"2,003","115,852","5,502,970",47.5,"19,199,999",166,1-01383-0013,814 MADISON AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,43,"1,913","108,592","7,338,308",68,"36,800,000",339,0.7,1-00887-0023,184 LEXINGTON AVENUE,MURRAY HILL,D7-ELEVATOR,100,"1,984","97,414","4,319,831",44.3,"21,700,000",223,1.15
1-01292-7501,86-R1,721 5 AVENUE,1,10022,40.76239,-73.974374,5,4,"11,202","1,035,794","1,012,927,501",Midtown-Midtown South                                                      ,MIDTOWN CBD,R4-ELEVATOR,246,"1,983","499,668","24,983,400",50,"125,000,006",250,1-01348-0049,1044 2 AVENUE,MIDTOWN EAST,D9-ELEVATOR,460,"1,975","580,480","31,592,875",54,"158,000,000",272,0.55,1-01020-0005,227 WEST 48 STREET,MIDTOWN WEST,D8-ELEVATOR,487,"1,989","475,327","21,964,403",46.2,"110,000,000",231,0.65
1-01294-7501,144-R1,500 PARK AVENUE,1,10022,40.762977,-73.97037,5,4,"11,202","1,036,084","1,012,940,037",Midtown-Midtown South                                                      ,MIDTOWN CBD,R4-ELEVATOR,56,"1,982","176,494","7,059,760",40,"35,399,994",201,1-01026-0049,230 WEST 55 STREET,MIDTOWN WEST,D6-ELEVATOR,237,"1,979","210,213","8,785,649",41.8,"44,100,000",210,0.65,1-01023-0061,260 WEST 52 STREET,MIDTOWN WEST,D6-ELEVATOR,217,"1,987","190,289","7,178,824",37.7,"36,000,000",189,0.7
1-01303-7501,305-R1,145 EAST 48 STREET,1,10017,40.755042,-73.972774,6,4,92,"1,036,233","1,013,037,501",Turtle Bay-East Midtown                                                    ,MIDTOWN CBD,R4-ELEVATOR,207,"1,985","185,540","7,421,600",40,"37,199,999",200,1-01026-0049,230 WEST 55 STREET,MIDTOWN WEST,D6-ELEVATOR,237,"1,979","210,213","8,785,649",41.8,"44,100,000",210,0.85,1-01023-0061,260 WEST 52 STREET,MIDTOWN WEST,D6-ELEVATOR,217,"1,987","190,289","7,178,824",37.7,"36,000,000",189,0.8
1-01309-7502,420-R1,135 EAST 54 STREET,1,10022,40.759151,-73.97087,5,4,100,"1,071,461","1,013,097,502",Turtle Bay-East Midtown                                                    ,MIDTOWN CBD,R4-ELEVATOR,145,"1,951","132,205","4,627,175",35,"22,200,007",168,1-00997-0019,123 WEST 44 STREET,MIDTOWN WEST,D7-ELEVATOR,121,"1,900","115,355","5,027,226",43.6,"25,200,000",218,0.7,1-01309-0050,136 EAST 55 STREET,MIDTOWN CBD,D6-ELEVATOR,200,"1,957","204,269","6,589,870",32.3,"31,600,000",155,0.1
1-01310-7501,30-R1,141 EAST 55 STREET,1,10022,40.759488,-73.969729,6,4,100,"1,036,534","1,013,107,501",Turtle Bay-East Midtown                                                    ,MIDTOWN CBD,R4-ELEVATOR,87,"1,956","70,773","2,406,282",34,"11,500,005",162,1-01006-0063,162 WEST 54 STREET,MIDTOWN WEST,D6-ELEVATOR,83,"1,911","98,616","3,590,510",36.4,"18,000,000",183,0.6,1-01309-0008,125 EAST 54 STREET,MIDTOWN CBD,D9-ELEVATOR,66,"1,977","56,073","2,299,321",41,"11,500,000",205,0.1
1-01310-7502,199-R1,667 LEXINGTON AVENUE,1,10022,40.75996,-73.969823,6,4,100,"1,036,625","1,013,107,502",Turtle Bay-East Midtown                                                    ,MIDTOWN CBD,R4-ELEVATOR,156,"1,956","141,440","4,950,400",35,"23,699,989",168,1-00997-0019,123 WEST 44 STREET,MIDTOWN WEST,D7-ELEVATOR,121,"1,900","115,355","5,027,226",43.6,"25,200,000",218,0.8,1-01309-0050,136 EAST 55 STREET,MIDTOWN CBD,D6-ELEVATOR,200,"1,957","204,269","6,589,870",32.3,"31,600,000",155,0.05
1-01310-7503,289-R1,150 EAST 56 STREET,1,10022,40.760048,-73.969166,6,4,100,"1,036,787","1,013,107,503",Turtle Bay-East Midtown                                                    ,MIDTOWN CBD,R4-ELEVATOR,75,"1,956","65,658","2,232,372",34,"10,699,998",163,1-01006-0063,162 WEST 54 STREET,MIDTOWN WEST,D6-ELEVATOR,83,"1,911","98,616","3,590,510",36.4,"18,000,000",183,0.6,1-01309-0008,125 EAST 54 STREET,MIDTOWN CBD,D9-ELEVATOR,66,"1,977","56,073","2,299,321",41,"11,500,000",205,0.1
1-01312-7501,16-R1,117 EAST 57 STREET,1,10022,40.761275,-73.969938,5,4,"11,203","1,036,926","1,013,127,501",Turtle Bay-East Midtown                                                    ,MIDTOWN CBD,R4-ELEVATOR,236,"1,975","364,872","17,148,984",47,"85,999,969",236,1-01113-0001,45 WEST 60 STREET,UPPER WEST SIDE (59-79),D8-ELEVATOR,325,"1,981","408,644","17,891,063",43.8,"89,700,000",220,0.9,1-01348-0049,1044 2 AVENUE,MIDTOWN EAST,D9-ELEVATOR,460,"1,975","580,480","31,592,875",54,"158,000,000",272,0.35
1-01312-7502,756-R1,465 PARK AVENUE,1,10022,40.761868,-73.970551,5,4,"11,203","1,036,903","1,013,127,502",Turtle Bay-East Midtown                                                    ,MIDTOWN CBD,R9-CONDOPS,120,"1,926","221,819","7,763,665",35,"36,900,000",166,1-01008-0029,1361 6 AVENUE,MIDTOWN WEST,D6-ELEVATOR,169,"1,925","243,671","10,537,267",43.2,"52,800,000",217,0.55,1-01028-0017,1752 BROADWAY,MIDTOWN WEST,D6-ELEVATOR,406,"1,979","311,689","13,487,456",43.3,"67,600,000",217,0.65
1-01313-7501,1350-R1,151 EAST 58 STREET,1,10022,40.76139,-73.968118,6,4,"11,203","1,086,160","1,013,137,501",Turtle Bay-East Midtown                                                    ,MIDTOWN CBD,R4-ELEVATOR,105,"2,001","365,000","20,075,000",55,"100,999,994",277,1-01113-0001,45 WEST 60 STREET,UPPER WEST SIDE (59-79),D8-ELEVATOR,325,"1,981","408,644","17,891,063",43.8,"89,700,000",220,1,1-01348-0049,1044 2 AVENUE,MIDTOWN EAST,D9-ELEVATOR,460,"1,975","580,480","31,592,875",54,"158,000,000",272,0.3
1-01314-7501,319-R1,235 EAST 40 STREET,1,10016,40.748878,-73.973924,6,4,88,"1,037,178","1,013,147,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,364,"1,986","351,161","13,000,000",37,"65,200,014",186,1-01365-0009,415 EAST 53 STREET,MIDTOWN EAST,D7-ELEVATOR,324,"1,982","413,233","19,146,946",46.3,"96,000,000",232,0.7,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6-ELEVATOR,167,"1,983","324,212","12,851,052",39.6,"64,400,000",199,0.9
1-01319-7501,482-R1,240 EAST 46 STREET,1,10017,40.752901,-73.971613,6,4,90,"1,071,617","1,013,197,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,101,"1,970","60,900","1,700,000",27.9,"8,139,989",134,1-01418-0045,1081 3 AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,116,"1,968","174,273","6,855,800",39.3,"34,400,000",197,0.9,1-01416-0002,1033 3 AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,133,"1,967","241,274","7,643,396",31.7,"36,600,000",152,0.8
1-01319-7502,1614-R1,845 2 AVENUE,1,10017,40.751902,-73.970704,6,4,90,"1,087,512","1,013,197,502",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,18,"2,001","11,861","535,000",45.1,"2,680,000",226,1-01424-0004,203 EAST 69 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,15,"1,980","32,500","1,672,642",51,"8,390,000",258,1.2,1-01437-0045,316 EAST 63 STREET,UPPER EAST SIDE (59-79),D7-ELEVATOR,42,"1,999","34,137","949,800",27.8,"4,550,000",133,0.85
1-01320-7501,85-R1,238 EAST 47 STREET,1,10017,40.753538,-73.971194,6,4,90,"1,037,607","1,013,207,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,231,"1,982","350,000","12,800,000",36.6,"64,200,000",183,1-01365-0009,415 EAST 53 STREET,MIDTOWN EAST,D7-ELEVATOR,324,"1,982","413,233","19,146,946",46.3,"96,000,000",232,0.45,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6-ELEVATOR,167,"1,983","324,212","12,851,052",39.6,"64,400,000",199,0.6
1-01320-7502,238-R1,216 EAST 47 STREET,1,10017,40.753686,-73.971547,6,4,90,"1,037,840","1,013,207,502",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,48,"1,985","77,029","3,100,000",40.2,"15,499,992",201,1-01309-0008,125 EAST 54 STREET,MIDTOWN CBD,D9-ELEVATOR,66,"1,977","56,073","2,299,321",41,"11,500,000",205,0.45,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,"1,997","158,063","8,003,617",51,"40,100,000",254,0.5
1-01320-7503,240-R1,210 EAST 47 STREET,1,10017,40.753727,-73.971641,6,4,90,"1,037,889","1,013,207,503",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,92,"1,957","63,927","2,170,000",33.9,"10,400,018",163,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,"1,961","83,220","2,607,460",31.3,"12,500,000",150,1.2,1-01274-0006,39 WEST 58 STREET,MIDTOWN WEST,D6-ELEVATOR,338,"1,948","269,346","12,293,601",45.6,"61,700,000",229,0.8
1-01320-7504,451-R1,225 EAST 46 STREET,1,10017,40.753025,-73.971862,6,4,90,"1,071,719","1,013,207,504",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,129,"1,956","81,745","2,600,000",31.8,"12,499,994",153,1-01530-0034,230 EAST 85 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,55,"1,946","50,852","1,496,374",29.4,"7,170,000",141,1.9,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,"1,964","257,244","9,482,853",36.9,"47,600,000",185,1.55
1-01320-7505,620-R1,236 EAST 47 STREET,1,10017,40.753551,-73.971226,6,4,90,"1,037,604","1,013,207,505",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,173,"1,988","164,753","7,500,000",45.5,"37,599,995",228,1-01318-0019,245 EAST 44 STREET,MIDTOWN EAST,D6-ELEVATOR,182,"1,986","168,998","7,299,584",43.2,"36,600,000",217,0.1,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,"1,997","158,063","8,003,617",51,"40,100,000",254,0.5
1-01320-7506,1828-R1,211 EAST 46 STREET,1,10017,40.753118,-73.972085,6,4,90,"1,037,599","1,013,207,506",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,261,"1,979","207,246","8,200,000",39.6,"41,100,026",198,1-01338-0040,314 EAST 46 STREET,MIDTOWN EAST,D6-ELEVATOR,250,"1,981","253,256","11,242,468",44.4,"56,400,000",223,0.15,,,,,,,,,,,,
1-01322-7501,201-R1,249 EAST 48 STREET,1,10017,40.754111,-73.970565,6,4,90,"1,038,044","1,013,227,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,162,"1,959","170,631","5,000,000",29.3,"24,000,009",141,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,"1,964","257,244","9,482,853",36.9,"47,600,000",185,1.45,1-01468-0021,1385 YORK AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,293,"1,969","409,942","13,022,512",31.8,"62,400,000",152,1.25
1-01323-7501,185-R1,255 EAST 49 STREET,1,10017,40.754696,-73.970013,6,4,98,"1,038,254","1,013,237,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,174,"1,985","193,134","7,450,000",38.6,"37,400,009",194,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6-ELEVATOR,167,"1,983","324,212","12,851,052",39.6,"64,400,000",199,0.45,1-01365-0009,415 EAST 53 STREET,MIDTOWN EAST,D7-ELEVATOR,324,"1,982","413,233","19,146,946",46.3,"96,000,000",232,0.35
1-01324-7501,518-R1,245 EAST 50 STREET,1,10022,40.75539,-73.969713,6,4,98,"1,071,860","1,013,247,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,16,"1,980","19,082","735,000",38.5,"3,690,000",193,1-01424-0004,203 EAST 69 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,15,"1,980","32,500","1,672,642",51,"8,390,000",258,0.95,1-01453-0021,353 EAST 78 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,67,"1,986","53,662","1,695,353",31.6,"8,120,000",151,1.4
1-01325-7501,227-R1,226 EAST 52 STREET,1,10022,40.756751,-73.969102,6,4,98,"1,038,491","1,013,257,501",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,25,"1,984","46,800","1,600,000",34.2,"7,660,003",164,1-01424-0004,203 EAST 69 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,15,"1,980","32,500","1,672,642",51,"8,390,000",258,0.9,1-01453-0021,353 EAST 78 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,67,"1,986","53,662","1,695,353",31.6,"8,120,000",151,1.35
1-01325-7502,424-R1,230 EAST 52 STREET,1,10022,40.756724,-73.969038,6,4,98,"1,071,878","1,013,257,502",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,27,"1,901","15,410","520,000",33.7,"2,490,002",162,1-01390-0043,48 EAST 76 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,27,"1,910","14,336","320,898",22.38,"1,390,000",97,1.25,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1-ELEVATOR,63,"1,938","49,914","1,782,449",35.7,"8,540,000",171,0.25
